,jrk_template,phylum,class,order,family,genus,COMMENT on genus,primary_lifestyle,Secondary_lifestyle,Comment_on_lifestyle_template,Endophytic_interaction_capability_template,Plant_pathogenic_capacity_template,Decay_substrate_template,Decay_type_template,Aquatic_habitat_template,Animal_biotrophic_capacity_template,Specific_hosts,Growth_form_template,Fruitbody_type_template,Hymenium_type_template,Ectomycorrhiza_exploration_type_template,Ectomycorrhiza_lineage_template,primary_photobiont,secondary_photobiont
4716,jrk02679,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Diplomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4717,jrk02683,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Diplopodomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4718,jrk02692,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Dipodomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4719,jrk02726,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Distolomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4720,jrk02741,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Dixomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4721,jrk02837,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Ecteinomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4722,jrk02890,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Enarthromyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4723,jrk03060,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Eucantharomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4724,jrk03068,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Euhaplomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4725,jrk03071,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Eumonoicomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4726,jrk03075,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Euphoriomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4727,jrk03173,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Filariomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4728,jrk03439,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Gloeandromyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4729,jrk03689,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Haplomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4730,jrk03829,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Hesperomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4731,jrk03882,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Histeridomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4732,jrk03902,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Homaromyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4733,jrk03989,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Hydraeomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4734,jrk03994,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Hydrophilomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4735,jrk04099,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Idiomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4736,jrk04108,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Ilyomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4737,jrk04110,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Ilytheomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4738,jrk04265,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Kainomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4739,jrk04332,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Kleidiomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4740,jrk04388,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Kruphaiomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4741,jrk04407,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Kyphomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4742,jrk04409,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Laboulbenia,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,partly_aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4743,jrk04719,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Limnaiomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4744,jrk04886,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Majewskia,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4745,jrk05000,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Meionomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4746,jrk05172,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Microsomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4747,jrk05200,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Mimeomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4748,jrk05220,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Misgomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4749,jrk05251,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Monandromyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4750,jrk05272,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Monoicomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4751,jrk05520,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Nanomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4752,jrk05629,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Neohaplomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4753,jrk05825,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Nycteromyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4754,jrk05944,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Opilionomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4755,jrk05959,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Ormomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4756,jrk05974,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Osoriomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4757,jrk06227,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Parvomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4758,jrk06349,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Peyritschiella,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4759,jrk06454,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Phalacrichomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4760,jrk06466,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Phaulomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4761,jrk06605,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Picardella,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4762,jrk06830,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Polyandromyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4763,jrk06831,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Polyascomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4764,jrk06900,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Porophoromyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4765,jrk06936,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Prolixandromyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4766,jrk06988,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Pselaphidomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4767,jrk07518,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Rhachomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4768,jrk07541,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Rhipidiomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4769,jrk07560,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Rhizomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4770,jrk07565,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Rhizopodomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4771,jrk07618,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Rickia,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4772,jrk07657,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Rodaucea,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4773,jrk07692,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Rossiomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4774,jrk07774,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Sandersoniomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4775,jrk07828,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Scaphidiomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4776,jrk07831,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Scelophoromyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4777,jrk07832,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Scepastocarpus,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4778,jrk08050,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Siemaszkoa,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4779,jrk08127,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Smeringomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4780,jrk08220,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Sphaleromyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4781,jrk08371,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Stemmatomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4782,jrk08399,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Stichomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4783,jrk08410,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Stigmatomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4784,jrk08507,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Sugiyamaemyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4785,jrk08537,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Symplectromyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4786,jrk08544,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Sympodomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4787,jrk08547,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Synandromyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4788,jrk08596,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Zeugandromyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4789,jrk08602,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Zodiomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4790,jrk08672,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Tavaresiella,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4791,jrk08705,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Teratomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4792,jrk08737,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Tetrandromyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4793,jrk08944,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Trenomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4794,jrk08955,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Triainomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4795,jrk08961,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Triceromyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4796,jrk09068,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Trochoideomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4797,jrk09071,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Troglomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4798,jrk01295,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniales family incertae sedis,Cainomyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4799,jrk01663,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniales family incertae sedis,Chantransiopsis,,,,,,,,,,,,filamentous_mycelium,,,,,,
4800,jrk02067,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniales family incertae sedis,Coreomycetopsis,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
4801,jrk03421,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniales family incertae sedis,Gliocephalis,,mycoparasite,fungal_decomposer,,,,fungal_material,,non-aquatic,,,filamentous_mycelium,,,,,,
4802,jrk08733,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniales family incertae sedis,Tetrameronycha,,,,,,,,,,,,filamentous_mycelium,,,,,,
4803,jrk04410,Ascomycota,Laboulbeniomycetes,Laboulbeniomycetes order incertae sedis,Laboulbeniomycetes family incertae sedis,Laboulbeniopsis,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
